Symbol,Company Name,Market Capitalization,Sector,Industry,Dividend Yield,Beta
HOTH,Hoth Therapeutics Inc,$38.2M,Health Care,Pharmaceuticals,--,--
HOV,"Hovnanian Enterprises, Inc.",$123.2M,Consumer Discretionary,Household Durables,--,2.6
HOVVB,HOVNANIAN ENTRPRS INC  -CL A,$145.3M,Consumer Discretionary,Household Durables,--,2.6
HOYFF,HUHTAMAKI OY ORD SER I,$4.2B,,,2.34%,1.1
HP,"Helmerich & Payne, Inc.",$2.2B,Energy,Energy Equipment & Services,5.18%,2.1
HPE,Hewlett Packard Enterprise Co,$12.6B,Information Technology,"Technology Hardware, Storage & Peripherals",4.92%,1.3
HPF,John Hancock Pref. Income Fund II,$388.0M,,,8.23%,0.8
HPGN,HypGen Inc,$134.8M,,,--,--
HPI,John Hancock Preferred Income Fund,$528.6M,,,7.33%,0.8
HPIL,HPIL Holding,$.0K,Financials,Capital Markets,--,1
HPMMD,Hemp Naturals Inc,$9.0M,Consumer Staples,Personal Products,--,--
HPP,Hudson Pacific Properties Inc,$3.7B,Real Estate,Equity Real Estate Investment Trusts (REITs),4.17%,0.7
HPQ,HP Inc,$25.3B,Information Technology,"Technology Hardware, Storage & Peripherals",3.98%,1
HPR,HighPoint Resources Corp,$84.6M,Energy,"Oil, Gas & Consumable Fuels",--,4.3
HPS,John Hancock Preferred Income Fund III,$511.7M,,,8.17%,0.8
HPTN,Happy Town Holdings Inc,$32.0M,Consumer Staples,Personal Products,--,-1
HPTO,Hopto Inc,$5.8M,Information Technology,Software,--,2.8
HPTY,Hemp Technology Inc,$17.7M,Energy,"Oil, Gas & Consumable Fuels",--,--
HPYCF,HAPPY CREEK MINERALS LTD,$8.8M,Materials,Metals & Mining,--,-0.9
HQDA,Hartford Retirement Network Corp,$170.0M,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
HQGE,HQ Global Education Inc,$76.8K,Consumer Discretionary,Diversified Consumer Services,--,-2.9
HQH,Tekla Healthcare Investors,$932.3M,,,7.97%,1.3
HQI,Hirequest Inc,$85.1M,Industrials,Professional Services,--,0.7
HQL,Tekla Life Sciences Investors,$432.1M,,,7.36%,1.3
HQY,Healthequity Inc,$4.3B,Health Care,Health Care Providers & Services,--,1.5
HR,Healthcare Realty Trust Inc,$3.9B,Real Estate,Equity Real Estate Investment Trusts (REITs),4.18%,0.5
HRAA,Health Revenue Assurance Holdings Inc,$274.2K,,,--,3.9
HRB,H & R Block Inc,$2.8B,Consumer Discretionary,Diversified Consumer Services,7.24%,0.8
HRBR,Harbor Diversified Inc,$5.5M,Health Care,Biotechnology,--,0.4
HRC,"Hill-Rom Holdings, Inc.",$7.7B,Health Care,Health Care Equipment & Supplies,0.76%,0.7
HRGG,Heritage NOLA Bancorp Inc,$14.9M,,,--,--
HRI,Herc Holdings Inc,$1.1B,Industrials,Trading Companies & Distributors,--,3.3
HRIBF,HORIBA LTD SHS,$2.3B,,,--,1.1
HRL,Hormel Foods Corp,$27.2B,Consumer Staples,Food Products,1.87%,-0.1
HROW,Harrow Health Inc,$143.5M,Health Care,Pharmaceuticals,--,0.9
HRRB,"Horizon Bancorp, Inc.",$50.2M,,,--,--
HRSR,Horrison Resources Inc,$621.2M,,,--,--
HRST,Harvest Oil & Gas Corp,$30.5M,Energy,"Oil, Gas & Consumable Fuels",--,--
HRTFF,HARTE GOLD CORP,$88.9M,Materials,Metals & Mining,--,1.7
HRTG,Heritage Insurance Holdings Inc,$336.3M,Financials,Insurance,1.95%,0.7
HRTH,Harte Hanks Inc,$13.2M,Communication Services,Media,--,1.7
HRTT,Heart Tronics Inc,$.8K,Health Care,Health Care Equipment & Supplies,--,--
HRTX,Heron Therapeutics Inc,$1.5B,Health Care,Biotechnology,--,1.7
HRZN,Horizon Technology Finance Corp,$194.2M,Financials,Capital Markets,10.33%,1.1
HSBC,HSBC Holdings plc (ADR),$95.1B,Financials,Banks,--,0.6
HSBI,Heritage Southeast Bancorporation Inc,$4.9M,Financials,Banks,--,1.1
HSC,Harsco Corp,$1.2B,Industrials,Commercial Services & Supplies,--,2.7
HSCO,Hi Score Corp,$.2K,,,--,--
HSDT,Helius Medical Technologies Inc,$21.4M,Health Care,Health Care Equipment & Supplies,--,1.2
HSFI,Homeland Safety International Inc(NDA),$497.0K,,,--,--
HSHL,Home Solutions Health Inc,$24.6K,Materials,Metals & Mining,--,--
HSIC,"Henry Schein, Inc.",$9.8B,Health Care,Health Care Providers & Services,--,1
HSII,"Heidrick & Struggles International, Inc.",$412.7M,Industrials,Professional Services,2.84%,1.1
HSKA,Heska Corp,$935.7M,Health Care,Health Care Equipment & Supplies,--,1.7
HSNGF,HANG SENG BK LTD ORD,$32.5B,,,6.00%,0.7
HSON,Hudson Global Inc,$25.0M,Industrials,Professional Services,--,0.4
HSSHF,DIGIHOST INTERNATIONAL INC,$5.2M,,,--,--
HST,Host Hotels and Resorts Inc,$7.6B,Real Estate,Equity Real Estate Investment Trusts (REITs),--,1.3
HSTC,HST Global Inc,$217.1K,Health Care,Biotechnology,--,1.2
HSTH,"HS3 Technologies, Inc.",$8.3K,Industrials,Commercial Services & Supplies,--,--
HSTI,High Sierra Technologies Inc,$40.4M,,,--,--
HSTM,"HealthStream, Inc.",$703.3M,Health Care,Health Care Technology,--,0.5
HSTO,Histogen Inc,$37.5M,,,--,1.8
HSTRF,HOLLISTER BIOSCIENCES INC COM,$15.2M,,,--,--
HSY,Hershey Co,$30.4B,Consumer Staples,Food Products,2.23%,0.2
HT,Hersha Hospitality Trust,$196.7M,Real Estate,Equity Real Estate Investment Trusts (REITs),--,2.2
HT-C,Hersha Hospitality Trust,--,Real Estate,Equity Real Estate Investment Trusts (REITs),--,--
HT-D,Hersha Hospitality Trust,--,Real Estate,Equity Real Estate Investment Trusts (REITs),--,--
HT-E,Hersha Hospitality Trust,--,Real Estate,Equity Real Estate Investment Trusts (REITs),--,--
HTA,Healthcare Trust Of America Inc,$5.9B,Real Estate,Equity Real Estate Investment Trusts (REITs),4.71%,0.6
HTBC,HotApp Blockchain Inc,--,,,--,--
HTBI,Hometrust Bancshares Inc,$244.2M,Financials,Banks,1.99%,0.6
HTBK,Heritage Commerce Corp.,$422.9M,Financials,Banks,7.50%,1.1
HTBX,Heat Biologics Inc,$230.3M,Health Care,Biotechnology,--,1.3
HTCMF,HITACHI CONSTR MACHY CO LTD SHS,$5.2B,,,--,1.8
HTD,John Hancock Tax-Advantage Dvd Incom Fd.,$680.4M,,,8.64%,0.9
HTGC,Hercules Capital Inc,$1.2B,Financials,Capital Markets,11.58%,1.5
HTGM,HTG Molecular Diagnostics Inc,$47.0M,Health Care,Health Care Technology,--,1.8
HTH,Hilltop Holdings Inc.,$1.7B,Financials,Banks,1.97%,1.2
HTHIY,"Hitachi, Ltd. (ADR)",$30.4B,Information Technology,"Electronic Equipment, Instruments & Components",--,1.1
HTHT,Huazhu Group Ltd (ADR),$9.8B,Consumer Discretionary,"Hotels, Restaurants & Leisure",1.00%,1.6
HTIA,Healthcare Trust Inc,--,,,6.73%,--
HTLD,"Heartland Express, Inc.",$1.7B,Industrials,Road & Rail,0.40%,0.5
HTLF,Heartland Financial USA Inc,$1.2B,Financials,Banks,2.62%,1.2
HTLZF,HAMILTON THORNE LTD,$141.1M,Health Care,Health Care Equipment & Supplies,--,1.4
HTPRF,HTC PURENERGY INC,$11.2M,Materials,Chemicals,--,3.7
HTRE,H3 Enterprises Inc,$.0K,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
HTRRF,HEATHERDALE RESOURCES LTD,$6.1M,Materials,Metals & Mining,--,3.9
HTSC,Here To Serve Holding Corp,$1.6M,Real Estate,Real Estate Management & Development,--,-2.4
HTSF,"Heartsoft, Inc.",$1.8K,,,--,--
HTSUF,HISAMITSU PHARMACEUTICAL CO IN SHS,$3.6B,,,--,0.9
HTY,John Hancock Tax-Advntgd Glbl SH Yld Fd,$57.6M,,,12.08%,0.7
HTZ,Hertz Global Holdings Inc,$237.6M,Industrials,Road & Rail,--,1.8
HUBB,Hubbell Incorporated,$7.2B,Industrials,Electrical Equipment,2.75%,1.3
HUBG,Hub Group Inc,$1.8B,Industrials,Air Freight & Logistics,--,1.1
HUBS,HubSpot Inc,$9.8B,Information Technology,Software,--,1.6
HUD,Hudson Ltd,$408.6M,Consumer Discretionary,Specialty Retail,--,--
HUFAF,HUFVUDSTADEN AB SHS A,$2.6B,,,2.93%,0.5
HUIZ,Huize Holding Ltd (ADR),$475.2M,Financials,Insurance,--,--
HULK,Stan Lee Media Inc,$1.4K,,,--,--
HUM,Humana Inc,$52.6B,Health Care,Health Care Providers & Services,0.62%,0.9
HUMT,"Humatech, Inc.",$93.7K,Materials,Chemicals,--,-5.9
HUN,Huntsman Corporation,$4.3B,Materials,Chemicals,3.34%,2.1
HURC,"Hurco Companies, Inc.",$187.0M,Industrials,Machinery,1.85%,0.8
HURN,Huron Consulting Group Inc,$1.0B,Industrials,Professional Services,--,0.6
HUSA,Houston American Energy Corporation,$11.0M,Energy,"Oil, Gas & Consumable Fuels",--,0.7
HUSKF,Husky Energy Inc (USA),$3.5B,Energy,"Oil, Gas & Consumable Fuels",1.05%,2.2
HUSN,Hudson Capital Inc,$17.9M,Financials,Capital Markets,--,--
HUSQF,HUSQVARNA AB SHS B,$4.2B,,,--,1.3
HUTN,Hutn Inc,$3.2M,Communication Services,Interactive Media & Services,--,-0.6
HUYA,HUYA Inc - ADR,$5.0B,Communication Services,Entertainment,--,--
HVBC,HV Bancorp Inc,$29.2M,Financials,Thrifts & Mortgage Finance,--,0.6
HVCW,Harrison Vickers and Waterman Inc,$.0K,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,0.5
HVGDF,HARVEST GOLD CORP,$1.1M,Materials,Metals & Mining,--,0.1
HVRRF,HANNOVER RUECK SE ORD,$20.8B,,,3.45%,0.8
HVT,"Haverty Furniture Companies, Inc.",$241.9M,Consumer Discretionary,Specialty Retail,4.28%,1.4
HVT.A,HAVERTY FURNITURE,$21.4M,Consumer Discretionary,Specialty Retail,4.01%,1.4
HWAL,Hollywall Entertainment Inc,$1.4B,,,--,1.9
HWBK,"Hawthorn Bancshares, Inc.",$118.0M,Financials,Banks,2.61%,0.4
HWC,Hancock Whitney Corp,$1.7B,Financials,Banks,5.64%,1.5
HWCC,Houston Wire & Cable Company,$43.9M,Industrials,Trading Companies & Distributors,--,1.7
HWEN,Home Financial Bancorp,$8.5M,Financials,Thrifts & Mortgage Finance,2.52%,0.6
HWGG,Ho Wah Genting Group Ltd,$1.0B,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
HWIN,Hometown International Inc,$74.1M,,,--,--
HWIS,Home Bancorp of Wisconsin Inc,$8.3M,,,--,0.7
HWKDF,HAWKEYE GOLD & DIAMOND INC,$1.4M,Materials,Metals & Mining,--,-0.3
HWKE,Hawkeye Systems Inc,$8.5M,,,--,--
HWKN,"Hawkins, Inc.",$508.8M,Materials,Chemicals,1.97%,0.8
HWM,Howmet Aerospace Inc,$6.9B,Industrials,Aerospace & Defense,--,1.6
HWM-,Howmet Aerospace Inc,--,Industrials,Aerospace & Defense,5.03%,--
HWSY,Hawk Systems Inc,$118.1K,Information Technology,Software,--,1.2
HX,Hexindai Inc - ADR,$41.4M,Financials,Consumer Finance,--,--
HXBM,"Helix BioMedix, Inc.",$4.2M,Health Care,Biotechnology,--,--
HXGBF,HEXAGON AB SHS B,$21.1B,,,1.11%,1.4
HXL,Hexcel Corporation,$3.9B,Industrials,Aerospace & Defense,--,1.2
HXPLF,HEXPOL AB SHS B NEW,$2.3B,,,2.99%,1.1
HY,Hyster-Yale Materials Handling Inc,$642.1M,Industrials,Machinery,3.40%,1.2
HYAC,Haymaker Acquisition II Corp,$525.0M,,,--,--
HYB,New America High Income Fund Inc.,$184.4M,,,7.61%,0.7
HYBE,"Hybrid Energy Holdings, Inc.",$2.0K,,,--,--
HYBG,Hyb Holding Corp,$1.9M,,,--,-0.2
HYBT,Heyu Biological Technology Corp,$7.2M,,,--,6.3
HYDI,"Hydromer, Inc.",$10.0M,Materials,Chemicals,--,1.6
HYDN,Vertel Corp,$.0K,,,--,--
HYEG,Hydrogen Engine Center Inc,$4.3M,Industrials,Machinery,--,-2.4
HYGN,"HydroGenetics, Inc. (NDA)",$4.2K,Industrials,Electrical Equipment,--,--
HYHY,Hydrogen Hybrid Technologies Inc,$1.8M,Consumer Discretionary,Auto Components,--,--
HYI,Western Asset High Yield Dfnd Opp FI,$317.6M,,,8.11%,0.7
HYIG,Hengyi International Industries Grp Inc,$72.4K,,,--,--
HYII,All Grade Mining Inc,$.8K,Materials,Metals & Mining,--,--
HYKCF,HYDUKE ENERGY SERVICES INC COM,$559.2K,Energy,Energy Equipment & Services,--,1
HYKUF,HYAKUGO BANK LTD SHS,$711.5M,,,--,1.1
HYMC,Hycroft Mining Holding Corporation,$625.0M,Materials,Metals & Mining,--,--
HYPF,Hypower Fuel Inc,$240.2K,,,--,1.6
HYRE,HyreCar Inc,$54.4M,Consumer Discretionary,Diversified Consumer Services,--,--
HYSNF,HYSAN DEVELOPMENT CO LTD ORD,$3.3B,,,5.94%,0.8
HYSNY,Hysan Development Company Limited (ADR),$2.9B,,,6.56%,0.3
HYSR,Sunhydrogen Inc,$57.0M,Information Technology,Semiconductors & Semiconductor Equipment,--,0.6
HYT,Blackrock Corporate High Yield Fund Inc,$1.3B,,,8.86%,0.7
HYUHF,HANKYU HOLDINGS INC SHS,$10.5B,,,--,0.7
HZ,HeZhong International Holding Ltd,--,,,--,--
HZHI,Horizons Holdings International Corp,$1.2M,Financials,Diversified Financial Services,--,-1.7
HZN,Horizon Global Corp,$102.9M,Consumer Discretionary,Auto Components,--,1.8
HZNM,Horizon Minerals Corp,$1.7M,Materials,Metals & Mining,--,2.5
HZNP,Horizon Therapeutics PLC,$11.2B,Health Care,Pharmaceuticals,--,1.2
HZO,MarineMax Inc,$610.7M,Consumer Discretionary,Specialty Retail,--,1.9
IAA,IAA Inc,$5.5B,Industrials,Commercial Services & Supplies,--,--
IAC,IAC/Interactivecorp,$10.7B,,,--,1.9
IAE,Voya Asia Pacific High Divid Eqt Incm Fd,$92.3M,,,10.98%,0.9
IAF,Aberdeen Australia Equity Fund Inc,$107.1M,,,10.21%,1
IAG,Iamgold Corp,$2.2B,Materials,Metals & Mining,--,1.2
IAGX,"Imagenetix, Inc.",$85.3K,Consumer Staples,Personal Products,--,-0.6
IAIC,Information Analysis Incorporated,$1.8M,Information Technology,IT Services,--,1.4
IALS,Qest Corp,$3.0M,,,--,-3.3
IARE,Inventrust Properties Corp,$793.0M,Real Estate,Equity Real Estate Investment Trusts (REITs),6.90%,--
IARSF,I A R SYSTEMS GROUP AB SHS B,$336.9M,,,--,1.1
IART,Integra Lifesciences Holdings Corp,$4.2B,Health Care,Health Care Equipment & Supplies,--,1.1
IASO,IASO Pharma Inc,$.0K,,,--,--
IAUGF,INSURANCE AUSTRALIA GROUP LTD SHS,$9.0B,,,5.14%,0.6
IBA,"Industrias Bachoco, S.A.B. de C.V. (ADR)",$1.8B,Consumer Staples,Food Products,1.84%,0.6
IBAL,International Baler Corporation,$6.5M,Industrials,Machinery,--,0.4
IBCP,Independent Bank Corp (Michigan),$293.7M,Financials,Banks,5.99%,0.9
IBIN,"IBSG International, Inc.",$12.5K,Information Technology,Software,--,--
IBIO,Ibio Inc,$690.0M,Health Care,Biotechnology,--,-5.2
IBKR,"Interactive Brokers Group, Inc.",$20.8B,Financials,Capital Markets,0.78%,0.7
IBM,International Business Machines Corp.,$113.1B,Information Technology,IT Services,5.07%,1.2
IBN,ICICI Bank Ltd (ADR),$33.5B,Financials,Banks,0.27%,1.2
IBOC,International Bancshares Corp,$2.0B,Financials,Banks,3.55%,1.3
IBP,Installed Building Products Inc,$2.4B,Consumer Discretionary,Household Durables,--,1.8
IBSS,Integrated Business Sys. & Services Inc.,$227.8K,Information Technology,Software,--,-0.6
IBTX,Independent Bank Group Inc,$1.8B,Financials,Banks,2.42%,1.9
IBXNF,IBEX TECHNOLOGIES INC,$5.0M,Health Care,Biotechnology,--,0.2
IBXS,IBITX Software Inc,$.3K,,,--,--
ICABF,I-CABLE COMMUNICATIONS LTD ORD,$14.3M,,,--,1.1
ICABY,I-Cable Communications Ltd (ADR),$76.0M,Communication Services,Media,--,--
ICAD,iCAD Inc,$229.7M,Health Care,Health Care Technology,--,1.2
ICAEF,EMPRESAS ICA SOCIEDAD CONTROLA ORD,$1.0B,,,--,--
ICAYY,Empresas ICA SAB de CV (ADR),$3.5M,Industrials,Construction & Engineering,--,0.8
ICBK,County Bancorp Inc,$131.3M,Financials,Banks,1.38%,0.8
ICBT,ICBS Ltd,$31.1K,Financials,Capital Markets,--,--
ICBU,IMD Companies Inc,$455.8K,Industrials,Machinery,--,-2
ICCC,ImmuCell Corporation,$42.5M,Health Care,Biotechnology,--,1.5
ICCH,ICC Holdings Inc,$37.8M,Financials,Insurance,--,0.3
ICCT,Icoreconnect Inc,$11.6M,Health Care,Health Care Technology,--,--
ICD,Independence Contract Drilling Inc,$15.3M,Energy,Energy Equipment & Services,--,7.6
ICE,Intercontinental Exchange Inc,$52.5B,Financials,Capital Markets,1.25%,0.5
ICFI,ICF International Inc,$1.2B,Industrials,Professional Services,0.86%,0.6
ICGL,Image Chain Group Limited Inc,$51.4M,,,--,--
ICHBF,INDUSTRIAS CH SA DE CV ICH SHS B,$1.4B,,,5.02%,0.1
ICHGF,INTERCONTINENTAL HOTELS GROUP ORD,$9.0B,,,--,1.3
ICHR,Ichor Holdings Ltd,$687.2M,Information Technology,Semiconductors & Semiconductor Equipment,--,2.5
ICLD,InterCloud Systems Inc,$282.9K,Information Technology,IT Services,--,2.2
ICLK,Iclick Interactive Asia Group Ltd,$448.5M,Communication Services,Media,--,--
ICLR,ICON PLC,$9.9B,Health Care,Life Sciences Tools & Services,--,0.9
ICMB,Investcorp Credit Management Bdc Inc,$45.8M,Financials,Capital Markets,17.75%,2.4
ICNB,Iconic Brands Inc,$7.6M,Consumer Staples,Beverages,--,1.7
ICNN,Incoming Inc,$202.5K,,,--,--
ICON,Iconix Brand Group Inc,$12.6M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,2.5
ICOTF,ICO THERAPEUTICS INC,$4.9M,Health Care,Biotechnology,--,3
ICPBF,INSCAPE CORP,$3.9M,Industrials,Commercial Services & Supplies,--,0.5
ICPT,Intercept Pharmaceuticals Inc,$1.5B,Health Care,Biotechnology,--,1.7
ICPVF,INCITEC PIVOT LTD SHS,$2.6B,,,2.36%,1.1
ICRD,"International Card Establishment, Inc.",$627.8K,Information Technology,IT Services,--,-0.7
ICTPU,American Restaurant Partners LP,$603.0M,,,8.90%,0.9
ICTSF,ICTS International N.V.,$102.8M,Industrials,Transportation Infrastructure,--,0.3
ICTV,ICTV Brands Inc,$122.2K,Consumer Discretionary,Internet & Direct Marketing Retail,--,1.5
ICUI,ICU Medical Inc,$4.0B,Health Care,Health Care Equipment & Supplies,--,0.5
IDA,IDACORP Inc,$4.7B,Utilities,Electric Utilities,2.89%,0.4
IDCC,InterDigital Wireless Inc,$1.8B,Information Technology,Communications Equipment,2.36%,1.1
IDDR,Iddriven Inc,$116.7K,,,--,--
IDE,Voya Infrastructure Industrls & Mtrls Fd,$175.8M,,,10.13%,1.1
IDEA,Aeon Ventures Inc,$795.7K,Financials,Capital Markets,--,--
IDEX,Ideanomics Inc,$222.7M,Information Technology,Software,--,-2
IDGBF,INDIGO BOOKS & MUSIC INC COM,$20.3M,Consumer Discretionary,Specialty Retail,--,1
IDGC,IDGlobal Corp,$.0K,,,--,--
IDLM,Idle Media Inc,$583.2K,,,--,1.7
IDN,Intellicheck Inc,$128.5M,Information Technology,"Electronic Equipment, Instruments & Components",--,2.1
IDND,International Dispensing Corporation,$9.9M,Materials,Containers & Packaging,--,0.6
IDPE,ID Perfumes Inc,$82.3K,,,--,--
IDRA,Idera Pharmaceuticals Inc,$77.5M,Health Care,Biotechnology,--,2.3
IDT,IDT Corporation,$172.6M,Communication Services,Diversified Telecommunication Services,--,1.1
IDTVF,INDUSTRIVAERDEN AB SHS A,$5.3B,,,--,1
IDTY,Ipsidy Inc,$76.0M,Information Technology,Software,--,2
IDVC,Infrastructure Developments Corp,$118.6K,Industrials,Aerospace & Defense,--,6.2
IDVV,International Endeavors Corp,$191.0K,,,--,3
IDWM,IDW Media Holdings Inc,$21.9M,Communication Services,Media,--,0.4
IDXG,Interpace Biosciences Inc,$24.1M,Health Care,Health Care Providers & Services,--,1.8
IDXX,"IDEXX Laboratories, Inc.",$30.6B,Health Care,Health Care Equipment & Supplies,--,0.8
IDYA,Ideaya Biosciences Inc,$366.3M,Health Care,Biotechnology,--,--
IDYLF,IMAGING DYNAMICS CO LTD,$7.4M,Health Care,Health Care Equipment & Supplies,--,-2.6
IEA,Infrastructure & Energy Alternatives Inc,$81.7M,Industrials,Construction & Engineering,--,0.8
IEAM,"Industrial Enterprises of America, Inc.",$.0K,Materials,Chemicals,--,--
IEC,IEC Electronics Corp,$93.9M,Information Technology,"Electronic Equipment, Instruments & Components",--,1
IEGCF,INDEPENDENCE GOLD CORP,$5.6M,Materials,Metals & Mining,--,3.2
IEHC,IEH Corporation,$40.7M,Information Technology,"Electronic Equipment, Instruments & Components",--,1
IENT,iEntertainment Network Inc,$608.5K,,,--,4.3
IEP,Icahn Enterprises LP,$10.7B,Industrials,Industrial Conglomerates,16.22%,1.3
IESC,IES Holdings Inc,$511.6M,Industrials,Construction & Engineering,--,0.9
IEVM,"Integrated Environmental Techno., Ltd.",$96.2K,Industrials,Commercial Services & Supplies,--,--
IEX,IDEX Corporation,$12.9B,Industrials,Machinery,1.18%,1.1
IEXA,iExalt Inc.,$.0K,,,--,--
IFAM,Infrastructure Materials Corp,$289.1K,Materials,Metals & Mining,--,--
IFAN,IFAN Financial Inc,$38.2K,,,--,2.4
IFCI,IFCI International Corp,$1.1M,,,--,--
IFCNF,INFICON HLDG AG ORD,$1.8B,,,--,0.6
IFF,International Flavors & Fragrances Inc,$13.7B,Materials,Chemicals,2.33%,1.1
IFGNF,INFIGEN ENERGY TRIPLE STPL SC,$606.7M,,,2.24%,1.9
IFLM,Independent Film Development Corporation,$.0K,Communication Services,Entertainment,--,--
IFMK,iFresh Inc,$21.5M,Consumer Staples,Food & Staples Retailing,--,-3.6
IFN,"The India Fund, Inc.",$438.3M,,,13.02%,0.9
IFNNY,Infineon Technologies AG (ADR),$32.1B,Information Technology,Semiconductors & Semiconductor Equipment,2.25%,1.6
IFNY,Infinity Energy Resources Inc.,$1.5M,Energy,"Oil, Gas & Consumable Fuels",--,2.2
IFPJF,INFORMA PLC ORD GBP4.35,$8.3B,,,--,1.3
IFRTF,INTL FRONTIER RESOURCES CORP,$2.7M,Energy,"Oil, Gas & Consumable Fuels",--,1
IFRX,Inflarx NV,$128.2M,Health Care,Biotechnology,--,--
IFSH,"IFS Int'l Holdings, Inc.",$4.4K,,,--,--
IFSPF,INTERFOR CORP,$731.1M,Materials,Paper & Forest Products,--,2.9
IFXY,Infrax Systems Inc,$1.1M,Information Technology,Communications Equipment,--,7.1
IGA,Voya Global Advantage and Prem Oppty Fd,$150.7M,,,9.55%,0.9
IGAP,Integrity Applications Inc,$54.1M,Health Care,Health Care Equipment & Supplies,--,-1.8
IGC,"India Globalization Capital, Inc.",$22.0M,Industrials,Trading Companies & Distributors,--,4.2
IGD,Voya Global Equity Div & Prm Oppty Fund,$477.6M,,,9.68%,1
IGEN,IGEN Networks Corp,$7.9M,Information Technology,Communications Equipment,--,2.1
IGESF,IGAS ENERGY PLC SHS,$32.5M,,,--,1.2
IGEX,Indo Global Exchange(s) PteLtd,$177.7K,Financials,Capital Markets,--,-4.1
IGI,Western Asset Invest. Grade Defined Opp,$236.5M,,,3.89%,0.4
IGIC,International General Insuranc Hldgs Ltd,$304.4M,,,--,--
IGLDF,Internet Gold Golden Lines Ltd,$1.9M,Communication Services,Diversified Telecommunication Services,--,2.9
IGMS,IGM Biosciences Inc,$1.8B,Health Care,Biotechnology,--,--
IGNE,"IGENE Biotechnology, Inc.",$313.1K,Materials,Chemicals,--,0.2
IGNT,Ingen Technologies Inc,$334.3K,Health Care,Health Care Equipment & Supplies,--,2.2
IGOI,"iGo, Inc.",$3.4M,Information Technology,"Technology Hardware, Storage & Peripherals",--,0.5
IGPFF,Imperial Ginseng Products Ltd (USA),$1.8M,Consumer Staples,Food Products,--,0.6
IGPG,"Ignis Petroleum Group, Inc.",$.6K,Energy,"Oil, Gas & Consumable Fuels",--,--
IGPPF,IMPELLAM GROUP PLC LUTON SHS,$128.6M,,,--,0.1
IGPYF,ARGOSY PPTY LTD ORD SHS,$499.2M,,,7.78%,1.3
IGR,CBRE Clarion Global Real Estate Incm Fd,$684.4M,,,10.19%,1
IGRU,International Gold Resources Incorporatd,$10.2K,,,--,--
IGSC,IGS Capital Group Ltd,$39.0M,,,--,--
IGT,International Game Technology PLC,$2.1B,Consumer Discretionary,"Hotels, Restaurants & Leisure",7.55%,2
IHC,Independence Holding Company,$486.3M,Financials,Insurance,1.38%,0.8
IHCPF,INCHCAPE PLC SHS,$2.4B,,,--,1.5
IHG,InterContinental Hotels Group PLC (ADR),$8.8B,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,1.2
IHGP,"Interact Holdings Group, Inc.",$15.6K,,,--,-0.8
IHICF,IHI CORP SHS,$3.1B,,,--,1.7
IHRT,iHeartMedia Inc,$578.2M,Communication Services,Media,--,--
IHSI,Intelligent Highway Solutions Inc,$.0K,,,--,--
IHT,InnSuites Hospitality Trust,$10.0M,Real Estate,Equity Real Estate Investment Trusts (REITs),1.95%,0.5
IHTI,Integrative Health Technologies Inc,$166.6K,Health Care,Life Sciences Tools & Services,--,--
IICN,China Intelligence Information Syst Inc,$23.4M,Information Technology,Software,--,1.3
IID,Voya International High Div Eqt Incm Fd,$35.2M,,,8.61%,1.1
IIF,Morgan Stanley India Investment Fund Inc,$225.4M,,,--,1
